"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/09/17 5:26:57 PM GMT+4","I have read the above information and agree to participate in this research.","Male","31","Other Arab","Physician","Internal medicine ",".","Government Hospital","2","20 to 49","Yes, 3 doses","No","Very confident","Very confident","Very confident","International guidelines","I don't know","Likely","Likely","I don't know","I don't know","Very likely","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Not sure","No","Neutral","Maybe"
"2024/09/17 5:59:58 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Non-Arab","Physician","Family medicine","DOH/HAAD/SEHA","Primary Healthcare","2","1 to 19","Yes, 2 doses","Yes","Very confident","Very confident","Very confident","Local guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Likely","I don't know","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","More positive","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","No","Very interested","Yes"
"2024/09/17 8:02:15 PM GMT+4","I have read the above information and agree to participate in this research.","Male","48","Other Arab","Physician","Emergency medicine ","DOH/HAAD/SEHA","Government Hospital","24","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","Likely","Likely","Unlikely","Strongly disagree","Strongly disagree","Agree","Agree","Agree","Agree","More negative","Neutral","Tens of cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","No","Neutral","Yes"
"2024/09/17 8:08:29 PM GMT+4","I have read the above information and agree to participate in this research.","Female","50","Emirati","Physician","Hematology ","DHA","Government Hospital","25","20 to 49","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Likely","I don't know","Unlikely","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","No","Interested","Yes"
"2024/09/17 9:01:39 PM GMT+4","I have read the above information and agree to participate in this research.","Female","50","Emirati","Physician","Pediatric ","DHA","Government Hospital","20","50 and above","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;International guidelines","Unlikely","Unlikely","Very unlikely","Unlikely","Very unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Not sure","Agree","No","Neutral","Yes"
"2024/09/17 10:00:11 PM GMT+4","I have read the above information and agree to participate in this research.","Female","40","Emirati","Physician","Pediatrics ","DOH/HAAD/SEHA","Private Clinic/Hospital","15","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;International guidelines","I don't know","I don't know","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Vaccine cost;Vaccine safety;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Interested","Yes"
"2024/09/18 8:10:20 AM GMT+4","I have read the above information and agree to participate in this research.","Male","44","Non-Arab","Physician","Emergency ","DHA","Government Hospital","13","50 and above","Yes, 2 doses","Yes","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites","I don't know","I don't know","I don't know","I don't know","Unlikely","I don't know","Disagree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Agree","Agree","Agree","Not sure","No","Slightly interested","Yes"
"2024/09/18 6:05:41 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Pharmacist","Pharmacy ","DHA","Private Clinic/Hospital","1","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Very unconfident","Somewhat unconfident","Colleagues experience and advice;Local guidelines","Likely","Likely","Unlikely","Very unlikely","Very unlikely","Unlikely","Agree","Disagree","Agree","Disagree","Disagree","Strongly agree","Neutral","More negative","Few cases","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No","Neutral","Maybe"
"2024/09/19 8:55:24 AM GMT+4","I have read the above information and agree to participate in this research.","Male","53","Other Arab","Physician","Critical care","DHA","Government Hospital","21","20 to 49","Yes, 3 doses","Yes","Very confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","Likely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Disagree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Interested","Yes"
"2024/09/19 12:47:37 PM GMT+4","I have read the above information and agree to participate in this research.","Male","34","Non-Arab","Pharmacist","retail","MOHAP/EHS","Primary Healthcare","5","50 and above","Yes, 3 doses","No","Very confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;Social media","Likely","I don't know","Very unlikely","Unlikely","Likely","I don't know","Strongly agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Possibility to eradicate disease with vaccination;Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Disagree","Not sure","No","Interested","Yes"
"2024/09/20 11:00:02 PM GMT+4","I have read the above information and agree to participate in this research.","Female","50","Other Arab","Hr principal","HR","DHA","Government Hospital","17","1 to 19","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat confident","Social media","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Vaccine safety;Individual health-risk profile of the child;Other","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Interested","Yes"
"2024/09/27 12:08:31 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Pharmacist","Pharmacy","MOHAP/EHS","Pharmacy","1","1 to 19","Yes, 2 doses","No","Somewhat unconfident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;International guidelines;Journals and medical websites","Unlikely","Unlikely","Likely","Very likely","Likely","Likely","Agree","Agree","Strongly agree","Agree","Agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","No","Very interested","Yes"
"2024/10/02 11:51:51 AM GMT+4","I have read the above information and agree to participate in this research.","Male","53","Other Arab","Physician","Cardiology ","MOHAP/EHS","University of Sharjah and Specialized Medical Clinics","30","1 to 19","Yes, 3 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Disagree","Agree","Agree","Agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Agree","Agree","Disagree","No","Interested","Yes"
"2024/10/02 3:17:11 PM GMT+4","I have read the above information and agree to participate in this research.","Male","45","Other Arab","Physician","Medicine","MOHAP/EHS","Private Clinic/Hospital","22","20 to 49","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Local guidelines;International guidelines;Vaccine manufacturers","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Neutral","Neutral","Few cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Agree","Disagree","Disagree","No","Interested","Yes"
"2024/10/03 10:07:05 AM GMT+4","I have read the above information and agree to participate in this research.","Male","65","Non-Arab","Surgeon","Oral and Craniofacial Health Sciences","Sharjah Health Authority","Government Hospital","41","50 and above","Yes, 4 doses or more","Yes","Very confident","Somewhat confident","Somewhat confident","International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Inclusion of vaccine in the official immunization schedule","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","No","Interested","Yes"
"2024/10/05 9:29:36 AM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Non-Arab","Physician","Intern","Dubai Health","Government Hospital","1","50 and above","Yes, 4 doses or more","No","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Social media","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine cost","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Yes"
"2024/10/05 9:38:10 AM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Physician","Dubai Health - MBRU","Dubai Health - MBRU","Government Hospital","0","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Social media","Unlikely","I don't know","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Agree","Disagree","No","Interested","Yes"
"2024/10/05 9:47:57 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Physician","Intern","Dubai health","Government Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Local guidelines;International guidelines;Social media","Unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Interested","Yes"
"2024/10/05 9:52:46 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Emirati","Physician","Internship ","MOHAP/EHS","Government Hospital","0.1","1 to 19","Yes, 3 doses","Yes","Very confident","Somewhat confident","Very confident","Journals and medical websites","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Not sure","Disagree","No","Interested","Yes"
"2024/10/05 9:56:50 AM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Non-Arab","Physician","Intern","DHA","Government Hospital","1","20 to 49","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Local guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Likely","Unlikely","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly Disagree","Neutral","More negative","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Incidence of disease;Personal experience with the disease","Strongly agree","Agree","Agree","Not sure","Strongly agree","Agree","Strongly agree","Agree","Disagree","Disagree","No","Very interested","Yes"
"2024/10/05 9:57:00 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Physician","Intern","Dubai health","Government Hospital","0","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Interested","Maybe"
"2024/10/05 10:31:27 AM GMT+4","I have read the above information and agree to participate in this research.","Male","46","Non-Arab","Physician","Rheumatology ","DHA","Private Clinic/Hospital","20","20 to 49","Yes, 4 doses or more","Yes","Very confident","Very confident","Very confident","International guidelines","I don't know","I don't know","I don't know","I don't know","Unlikely","I don't know","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","No","Very interested","No"
"2024/10/05 11:34:31 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Physician","General Practitioner ","DOH/HAAD/SEHA","Private Clinic/Hospital","0","1 to 19","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","More negative","Tens of cases","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","No","Very interested","Yes"
"2024/10/05 11:52:06 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Non-Arab","Medical Intern","Medical Internship","Dubai Health, MBRU","Government Hospital","0","20 to 49","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;International guidelines;Journals and medical websites","Unlikely","I don't know","I don't know","I don't know","I don't know","Likely","Agree","Agree","Strongly agree","Agree","Agree","Disagree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Strongly agree","No","Neutral","Maybe"
"2024/10/05 12:35:09 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Surgeon","Orthopedic ","DHA","Government Hospital","3","50 and above","Yes, 4 doses or more","No","Somewhat confident","Very unconfident","Somewhat confident","Colleagues experience and advice","Very likely","I don't know","I don't know","Likely","I don't know","I don't know","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Disagree","More negative","More negative","None","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Personal experience with the disease;Vaccine cost;Vaccine safety;Vaccine effectiveness","Not sure","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Not sure","Agree","Strongly agree","Agree","No","Interested","Maybe"
"2024/10/05 1:26:46 PM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Physician","Medical Intern","DHA","Government Hospital","0","20 to 49","Yes, 3 doses","No","Very confident","Very confident","Somewhat unconfident","Colleagues experience and advice;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","More negative","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Yes","Interested","Yes"
"2024/10/05 1:57:11 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Non-Arab","Physician","General practice ","DHA","Government Hospital","0","20 to 49","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","I am not keen on information about vaccinations","Unlikely","Unlikely","Unlikely","I don't know","Likely","I don't know","Agree","Agree","Strongly agree","Agree","Agree","Disagree","More negative","More negative","Tens of cases","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Severity/lethality of the prevented disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Not sure","Not sure","Not sure","Not sure","Agree","Disagree","Agree","Not sure","No","Slightly interested","Maybe"
"2024/10/05 3:46:10 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Non-Arab","intern","family medicine","dubai health","Government Hospital","1 ","50 and above","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Vaccine cost;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Interested","Yes"
"2024/10/05 6:52:19 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Intern doctor ","Internship ","MOHAP/EHS","Government Hospital","2","20 to 49","Yes, 3 doses","No","Somewhat unconfident","Somewhat unconfident","Very unconfident","Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","I don't know","Very unlikely","Unlikely","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Not sure","Strongly agree","Not sure","Agree","Strongly disagree","No","Interested","Yes"
