"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/09/05 2:20:48 PM GMT+4","I have read the above information and agree to participate in this research.","Male","30","Other Arab","Physician","Seha","DOH/HAAD/SEHA","Private Clinic/Hospital","6","1 to 19","Yes, 4 doses or more","No","Somewhat confident","Very confident","Very unconfident","I am not keen on information about vaccinations;Journals and medical websites;Social media","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Possibility to eradicate disease with vaccination;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Interested","No"
"2024/09/06 11:23:05 AM GMT+4","I have read the above information and agree to participate in this research.","Female","51","Other Arab","Physician","Child health ","MOHAP/EHS","Government Hospital","25","20 to 49","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","Likely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Disagree","Agree","Agree","More negative","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","No","Interested","Maybe"
"2024/09/06 2:22:11 PM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Other Arab","Physician","Peds","DOH/HAAD/SEHA","Government Hospital","4","20 to 49","Yes, 2 doses","Yes","Very unconfident","Very unconfident","Very unconfident","Medical experience","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Interested","Yes"
"2024/09/06 5:23:55 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Strongly agree","Disagree","Strongly agree","Disagree","Neutral","Neutral","Few cases","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Personal experience with the disease;Vaccine cost;Vaccine safety","Agree","Strongly agree","Agree","Agree","Not sure","Not sure","Agree","Strongly agree","Strongly agree","Not sure","Yes","Neutral","Yes"
"2024/09/06 6:03:24 PM GMT+4","I have read the above information and agree to participate in this research.","Female","40","Other Arab","Physician","Pediatric ","MOHAP/EHS","Government Hospital","10","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice","Very unlikely","Very unlikely","Very unlikely","Likely","Very unlikely","I don't know","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","Not sure","No","Interested","Yes"
"2024/09/06 7:15:56 PM GMT+4","I have read the above information and agree to participate in this research.","Female","29","Other Arab","Physician","Pediatrics","DHA","Government Hospital","5","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat unconfident","Colleagues experience and advice;Local guidelines;Vaccine manufacturers","Likely","Unlikely","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Very interested","Yes"
"2024/09/06 8:07:31 PM GMT+4","I have read the above information and agree to participate in this research.","Female","27","Other Arab","Physician","Pediatrics","DHA","Government Hospital","4","20 to 49","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Agree","Not sure","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Yes","Interested","Yes"
"2024/09/06 9:39:05 PM GMT+4","I have read the above information and agree to participate in this research.","Female","48","Non-Arab","Nurse","Paediatric ","DHA","Government Hospital","25","1 to 19","Yes, 3 doses","Yes","Very confident","Very confident","Somewhat confident","Medical experience","Likely","Very unlikely","Likely","Likely","Very likely","Very unlikely","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Incidence of disease;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine cost;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Strongly agree","Disagree","Disagree","Yes","Neutral","Yes"
"2024/09/07 9:29:31 PM GMT+4","I have read the above information and agree to participate in this research.","Male","46","Non-Arab","Physician","Rheumatology ","DHA","Private Clinic/Hospital","20","50 and above","Yes, 4 doses or more","Yes","Very confident","Somewhat confident","Somewhat confident","Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Somewhat disagree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","No","Very interested","No"
"2024/09/07 11:51:12 PM GMT+4","I have read the above information and agree to participate in this research.","Female","45","Non-Arab","Nurse","Dha","DHA","Government Hospital","25","50 and above","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Very unlikely","I don't know","I don't know","I don't know","I don't know","Likely","Agree","Agree","Disagree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Incidence of disease;Personal experience with the disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/08 1:38:15 PM GMT+4","I have read the above information and agree to participate in this research.","Male","68","Non-Arab","Surgeon","Surgery ","MOHAP/EHS","Government Hospital","20","1 to 19","Yes, 4 doses or more","Yes","Very confident","Very confident","Somewhat confident","Medical experience","Very unlikely","Very unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Not sure","No","Not interested at all","Yes"
"2024/09/10 11:44:50 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Other Arab","Nurse","OPD","SHA","Private Clinic/Hospital","1","50 and above","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","Maybe"
"2024/09/10 11:54:49 AM GMT+4","I have read the above information and agree to participate in this research.","Female","38","Non-Arab","Nurse","Nursing","SHA","Private Clinic/Hospital","13","1 to 19","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Likely","Likely","Likely","I don't know","Likely","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","No","Interested","Yes"
"2024/09/10 12:04:01 PM GMT+4","I have read the above information and agree to participate in this research.","Male","64","Other Arab","Physician","Anesthesia ","SHA","Private Clinic/Hospital","35","1 to 19","Yes, 2 doses","Yes","Somewhat confident","Somewhat unconfident","Somewhat unconfident","International guidelines","Very unlikely","Unlikely","Very unlikely","Unlikely","Likely","Unlikely","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Not sure","Strongly agree","Agree","Agree","Disagree","No","Not interested at all","Yes"
"2024/09/10 12:10:49 PM GMT+4","I have read the above information and agree to participate in this research.","Female","45","Other Arab","Surgeon","Pediatric surgery ","MOHAP/EHS","Government Hospital","11","20 to 49","Yes, 4 doses or more","No","Somewhat unconfident","Somewhat confident","Somewhat confident","Medical experience","I don't know","I don't know","I don't know","Unlikely","Unlikely","Very unlikely","Agree","Agree","Strongly agree","Agree","Agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Not sure","Not sure","No","Not interested at all","Maybe"
"2024/09/10 1:50:54 PM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Other Arab","Physician","Pulmonology ","DHA","Government Hospital","1","1 to 19","Yes, 1 dose","No","Very unconfident","Very unconfident","Very unconfident","Local guidelines","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","No","Slightly interested","Yes"
"2024/09/11 2:29:33 AM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Non-Arab","Dentist","General dentistry","DHA","Not working yet","0","1 to 19","Yes, 2 doses","No","Very confident","Very confident","Somewhat confident","International guidelines;Journals and medical websites;Vaccine manufacturers","Unlikely","Unlikely","Unlikely","Unlikely","Likely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","More positive","Few cases","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness","Strongly agree","Agree","Agree","Not sure","Agree","Agree","Agree","Agree","Agree","Disagree","No","Interested","Maybe"
"2024/09/11 1:05:45 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","7","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;Social media","Unlikely","I don't know","Unlikely","I don't know","Likely","Likely","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Inclusion of vaccine in the official immunization schedule","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","No","Very interested","Yes"
"2024/09/12 8:40:17 PM GMT+4","I have read the above information and agree to participate in this research.","Female","22","Emirati","Pharmacist","-","DHA","Government Hospital","6","1 to 19","No","Yes","Somewhat unconfident","Somewhat unconfident","Very unconfident","Experience of family and friends","Unlikely","Likely","Likely","Unlikely","Very likely","Unlikely","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Neutral","Neutral","None","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Severity/lethality of the prevented disease","Not sure","Strongly agree","Strongly disagree","Strongly agree","Not sure","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","No","Slightly interested","Yes"
"2024/09/12 8:43:06 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Emirati","Pharmacist",".","DHA","Government Hospital","5","1 to 19","No","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice","Very likely","Very likely","Very likely","Very likely","Very likely","I don't know","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","None","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Vaccine safety","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","Yes"
"2024/09/15 10:46:34 AM GMT+4","I have read the above information and agree to participate in this research.","Female","30","Other Arab","Pharmacist","Pharmacy ","MOHAP/EHS","Private group of pharmacies ","8","50 and above","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","International guidelines;Journals and medical websites","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Disagree","Strongly agree","Disagree","Agree","Agree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination","Agree","Agree","Agree","Agree","Agree","Not sure","Agree","Agree","Agree","Agree","No","Interested","No"
"2024/09/15 7:17:44 PM GMT+4","I have read the above information and agree to participate in this research.","Male","27","Emirati","Dentist",".","DHA","Government Hospital","1","1 to 19","Yes, 1 dose","Yes","Somewhat unconfident","Somewhat unconfident","Very unconfident","Medical experience;Experience of family and friends","Very likely","Unlikely","Likely","Very likely","Very likely","Very likely","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/09/15 7:19:24 PM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Emirati","Pharmacist",".","DHA","Government Hospital","1","1 to 19","Yes, 2 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Colleagues experience and advice","Unlikely","Likely","Likely","Unlikely","Likely","Unlikely","Agree","Disagree","Disagree","Agree","Disagree","Agree","Neutral","Neutral","Few cases","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Personal experience with the disease","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","Yes"
"2024/09/15 7:20:27 PM GMT+4","I have read the above information and agree to participate in this research.","Male","30","Emirati","Physical Therapist",".","DHA","Government Hospital","7","20 to 49","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","I am not keen on information about vaccinations","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Very interested","Yes"
"2024/09/15 7:26:18 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Emirati","Pharmacist",".","DHA","Government Hospital","2","1 to 19","Yes, 1 dose","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Experience of family and friends","Very unlikely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Yes","Neutral","Yes"
"2024/09/15 7:33:37 PM GMT+4","I have read the above information and agree to participate in this research.","Female","30","Emirati","Medical Laboratory Technician",".","DHA","Government Hospital","7","1 to 19","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Journals and medical websites","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Slightly interested","Yes"
"2024/09/15 7:38:31 PM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Emirati","Nurse",".","DHA","Primary Healthcare","2","1 to 19","Yes, 3 doses","Yes","Very unconfident","Somewhat unconfident","Somewhat confident","Vaccine manufacturers","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","Yes"
"2024/09/15 7:39:34 PM GMT+4","I have read the above information and agree to participate in this research.","Male","21","Emirati","Dentist",".","DOH/HAAD/SEHA","Primary Healthcare","3","20 to 49","Yes, 2 doses","Yes","Somewhat unconfident","Somewhat unconfident","Somewhat confident","I am not keen on information about vaccinations;Colleagues experience and advice;Local guidelines;International guidelines;Vaccine manufacturers;Social media","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Agree","Neutral","Neutral","Few cases","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","I do not directly deal with pediatric vaccines in my practice;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine effectiveness","Strongly disagree","Strongly disagree","Strongly disagree","Not sure","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Yes","Slightly interested","Yes"
"2024/09/15 7:45:04 PM GMT+4","I have read the above information and agree to participate in this research.","Male","55","Emirati","Nurse","Didif","DOH/HAAD/SEHA","Government Hospital","10383","1 to 19","Yes, 1 dose","Yes","Very unconfident","Somewhat unconfident","Somewhat confident","I am not keen on information about vaccinations;Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Vaccine manufacturers;Social media;Other","Likely","Very likely","Likely","Very unlikely","Very likely","Very likely","Disagree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Strongly agree","More negative","Neutral","Tens of cases","Somewhat agree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree","Strongly disagree","Somewhat agree","Strongly agree","Strongly disagree","Somewhat disagree","Strongly agree","Strongly disagree","Strongly disagree","Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness;Individual health-risk profile of the child;Other","Not sure","Agree","Agree","Strongly disagree","Not sure","Strongly disagree","Strongly agree","Strongly disagree","Not sure","Strongly agree","Yes","Not interested at all","Yes"
"2024/09/15 10:30:25 PM GMT+4","I have read the above information and agree to participate in this research.","Female","30","Other Arab","Physician","Pediatrics","DOH/HAAD/SEHA","Government Hospital","4","50 and above","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines","Very unlikely","Very unlikely","Very unlikely","I don't know","Very unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Neutral","More negative","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Yes","Interested","Yes"
