"Timestamp","Please check the box below to proceed to the survey:","Sex","Age","Citizenship","Occupation","Department","Health Authority","Workplace","Total Years of Practice","Number of patients seen in a week","Have you received the COVID-19 vaccine?","Have you received the influenza vaccine last year?","Vaccine usage and efficacy.","Vaccine safety.","Role of adjuvants.","What is your main source of information about vaccines recommendation and their safety?","Influenza Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and  Guillain-Barré syndrome","Hepatitis B Vaccine and Multiple Sclerosis","Aluminum Adjuvants and Alzheimer Disease","Vaccines with Adjuvants and Long-Term Complications","Measles Vaccine and Autism Disorder","Vaccines are an important part of preventive care in my practice.","Giving a strong recommendation for a vaccination impacts my patients' acceptance.","I prefer to wait for broad community experience before recommending new vaccines.","I am responsible for educating parents on vaccines and the diseases they prevent.","Vaccines recommended by the ministry of health are very useful.  ","There is often a lack of time for advising about vaccines.","How have YOUR attitudes to vaccination changed during the COVID-19 pandemic?","How have your PATIENTS' attitudes to vaccination changed during the COVID-19 pandemic?","How many patients in your practice had a vaccine preventable disease (OTHER THAN COVID-19) in the last year?","Diphtheria, Pertussis, Tetanus, (DTaP/Tdap)","Pneumococcus (PCV13)","Meningococcus (MCV4)","Chickenpox (varicella)","Hemophilus Influenza b(Hib)","Tuberculosis (BCG)","Polio (IPV/OPV)","Measles, Mumps, Rubella (MMR)","Hepatitis A","Hepatitis B","Rotavirus","Seasonal influenza vaccine","Human Papillomavirus (HPV9/HPV4)","What are the 5 most important factors to you personally when it comes to recommending a pediatric vaccine? ","Childhood vaccines are important for children's health.","Childhood vaccines are effective.","Having children vaccinated is important for the health of others in the community.","All childhood vaccines offered by the government programme in the community are beneficial.","New vaccines carry more risks than older vaccines.","The information I receive about vaccines from the vaccine program is reliable and trustworthy.","Getting vaccines is a good way to protect children from disease.","Generally, I promote what my health authority/clinical guidelines recommend about vaccines for children.","I am concerned about serious adverse effects of vaccines.","Children does/do not need vaccines for diseases that are not common anymore.","Have you received any training to address vaccine hesitancy among parents?
","How interested would you be in receiving training in techniques that help address and resolve vaccine hesitancy concerns among parents?","Do you believe such training should be part of university education?"
"2024/03/31 10:51:56 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","0","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","I don't know","I don't know","Unlikely","Unlikely","I don't know","Very unlikely","Agree","Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Not sure","Not sure","No","Neutral","Yes"
"2024/03/31 11:11:16 PM GMT+4","I have read the above information and agree to participate in this research.","Female","25","Other Arab","Physician","Emergency Medicine ","DOH/HAAD/SEHA","Government Hospital","2","20 to 49","Yes, 2 doses","Yes","Very confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites","Unlikely","Unlikely","Very unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Neutral","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Neutral","Yes"
"2024/04/01 2:58:36 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Dentist","University dental hospital sharjah","DHA","Private Clinic/Hospital","1","1 to 19","Yes, 3 doses","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Social media;Other","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Neutral","Yes"
"2024/04/01 12:15:37 PM GMT+4","I have read the above information and agree to participate in this research.","Male","44","Other Arab","Dentist","Dental ","DHA","Primary Healthcare","12","20 to 49","No","No","Somewhat confident","Somewhat unconfident","Somewhat unconfident","Journals and medical websites","Unlikely","Unlikely","Unlikely","Likely","Likely","Likely","Agree","Agree","Strongly agree","Agree","Agree","Agree","More negative","More negative","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Not sure","Agree","Agree","No","Not interested at all","Maybe"
"2024/04/01 1:03:28 PM GMT+4","I have read the above information and agree to participate in this research.","Female","36","Non-Arab","Nurse","Psychiatric Nursing","MOHAP/EHS","Government Hospital","4","50 and above","Yes, 2 doses","No","Somewhat confident","Very confident","Very confident","International guidelines;Journals and medical websites;Vaccine manufacturers","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Disagree","More positive","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Possibility to eradicate disease with vaccination;Personal experience with the disease;Vaccine cost;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Very interested","Maybe"
"2024/04/01 1:04:20 PM GMT+4","I have read the above information and agree to participate in this research.","Female","31","Non-Arab","Nurse","Psychiatry ","MOHAP/EHS","Government Hospital","2","1 to 19","Yes, 2 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Social media","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine cost;Vaccine safety;Vaccine effectiveness","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","Neutral","Yes"
"2024/04/02 12:50:30 PM GMT+4","I have read the above information and agree to participate in this research.","Female","34","Non-Arab","Nurse","Hdu","MOHAP/EHS","Government Hospital","10","1 to 19","Yes, 2 doses","Yes","Very confident","Very confident","Very confident","Social media","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","More positive","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Personal experience with the disease","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Yes","Interested","Yes"
"2024/04/02 1:25:39 PM GMT+4","I have read the above information and agree to participate in this research.","Female","37","Emirati","Physician","Internal medicine ","MOHAP/EHS","Government Hospital","11","50 and above","Yes, 2 doses","Yes","Very confident","Very confident","Very confident","International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Personal experience with the disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Interested","Yes"
"2024/04/02 2:53:47 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern","DHA","Government Hospital","1","1 to 19","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Strongly agree","Not sure","Not sure","No","Interested","Yes"
"2024/04/02 3:00:11 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Intern","MOHAP/EHS","Government Hospital","3","1 to 19","Yes, 3 doses","No","Very unconfident","Somewhat confident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","I don't know","I don't know","Unlikely","I don't know","Very unlikely","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Maybe"
"2024/04/02 5:10:05 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Physician","Intern ","MOHAP/EHS","Government Hospital","1","50 and above","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Neutral","More negative","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Yes","Interested","Yes"
"2024/04/02 5:15:30 PM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Intern","Medical intern ","MOHAP/EHS","Government Hospital","0","50 and above","Yes, 3 doses","No","Very confident","Very confident","Somewhat confident","Medical experience;Local guidelines","Very unlikely","I don't know","I don't know","I don't know","I don't know","Very unlikely","Strongly agree","Strongly agree","Agree","Disagree","Strongly agree","Disagree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Disagree","No","Slightly interested","Maybe"
"2024/04/02 6:59:20 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Intern","Dubai Health","Government Hospital","1","50 and above","Yes, 3 doses","No","Very confident","Very confident","Very confident","Medical experience;International guidelines;Journals and medical websites","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Neutral","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Incidence of disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","No","Very interested","Yes"
"2024/04/02 10:11:48 PM GMT+4","I have read the above information and agree to participate in this research.","Female","26","Other Arab","Physician","Obstetrics and gynecology ","MOHAP/EHS","Government Hospital","2","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat unconfident","Somewhat confident","Medical experience;Local guidelines;International guidelines;Journals and medical websites","Likely","Unlikely","Unlikely","Likely","Likely","Unlikely","Agree","Agree","Strongly agree","Agree","Agree","Agree","More negative","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Strongly agree","Agree","Disagree","Disagree","No","Not interested at all","Maybe"
"2024/04/03 9:22:40 PM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Pediatrics","DOH/HAAD/SEHA","Government Hospital","1","1 to 19","Yes, 3 doses","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience;International guidelines;Social media","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Yes","Interested","Yes"
"2024/04/03 11:22:25 PM GMT+4","I have read the above information and agree to participate in this research.","Male","29","Other Arab","Pharmacist","AQH","MOHAP/EHS","Government Hospital","2","1 to 19","Yes, 2 doses","Yes","Somewhat confident","Very confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines;Journals and medical websites","Likely","Likely","Unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","More negative","Neutral","Hundreds of cases and more","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Yes","Neutral","Yes"
"2024/04/04 2:09:42 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Dentist","Dentistry","DHA","Government Hospital","3","1 to 19","Yes, 3 doses","No","Very unconfident","Very unconfident","Somewhat unconfident","International guidelines","Likely","Likely","Likely","Likely","Likely","Likely","Agree","Disagree","Strongly agree","Agree","Strongly disagree","Strongly agree","More negative","More negative","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","I do not directly deal with pediatric vaccines in my practice","Not sure","Not sure","Agree","Not sure","Disagree","Disagree","Not sure","Not sure","Not sure","Not sure","Yes","Not interested at all","No"
"2024/04/04 2:25:22 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Physician","Medicine ","DHA","Private Clinic/Hospital","2","20 to 49","Yes, 4 doses or more","No","Very confident","Very confident","Very confident","Journals and medical websites","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","More positive","Neutral","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Agree","Agree","No","Neutral","Maybe"
"2024/04/04 2:48:59 PM GMT+4","I have read the above information and agree to participate in this research.","Male","26","Other Arab","Dentist","General Dentistry","MOHAP/EHS","Private Clinic/Hospital","1","1 to 19","Yes, 2 doses","No","Somewhat confident","Very confident","Very confident","Medical experience;Local guidelines;International guidelines","Likely","Very unlikely","Unlikely","Likely","Likely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","More negative","More negative","Few cases","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Possibility to eradicate disease with vaccination;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Yes","Very interested","Yes"
"2024/04/04 7:52:07 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Dentist","Dentistry","DOH/HAAD/SEHA","Private Clinic/Hospital","1","20 to 49","Yes, 3 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;International guidelines;Social media","Unlikely","Likely","Unlikely","Very likely","Likely","Likely","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Severity/lethality of the prevented disease;Vaccine cost;Vaccine safety;Vaccine effectiveness","Agree","Strongly agree","Strongly agree","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Yes","Interested","Yes"
"2024/04/04 7:58:57 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Dentist","Dental","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","Yes, 2 doses","No","Very confident","Very confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;International guidelines;Journals and medical websites;Social media","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Incidence of disease;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Strongly agree","Agree","Agree","Strongly agree","Yes","Interested","Yes"
"2024/04/04 7:59:36 PM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Physician","Internship","MOHAP/EHS","Government Hospital","0","20 to 49","Yes, 4 doses or more","No","Very confident","Very confident","Very confident","Medical experience","Unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Possibility to eradicate disease with vaccination;Vaccine cost;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Not sure","No","Interested","Yes"
"2024/04/04 8:02:37 PM GMT+4","I have read the above information and agree to participate in this research.","Male","24","Other Arab","Dentist","Dental","DOH/HAAD/SEHA","Government Hospital","1","1 to 19","Yes, 3 doses","No","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice;Local guidelines;International guidelines","I don't know","Very unlikely","Very unlikely","Very unlikely","I don't know","I don't know","Agree","Agree","Agree","Agree","Strongly agree","Agree","Neutral","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Not sure","Agree","Agree","Agree","Not sure","Agree","No","Neutral","Yes"
"2024/04/04 8:27:01 PM GMT+4","I have read the above information and agree to participate in this research.","Male","23","Other Arab","Dentist","General Dentistry","MOHAP/EHS","Primary Healthcare","1","20 to 49","Yes, 4 doses or more","No","Somewhat confident","Somewhat confident","Somewhat unconfident","Medical experience;Colleagues experience and advice;Experience of family and friends;Local guidelines;International guidelines;Journals and medical websites;Social media","Very unlikely","Very unlikely","Very unlikely","I don't know","Unlikely","Very unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","Neutral","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly disagree","Strongly agree","Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Agree","Agree","Not sure","Not sure","Agree","Agree","Agree","Disagree","No","Interested","Yes"
"2024/04/04 9:47:05 PM GMT+4","I have read the above information and agree to participate in this research.","Female","32","Other Arab","Dentist","Dentistry","DHA","Private Clinic/Hospital","4","50 and above","Yes, 4 doses or more","Yes","Somewhat confident","Somewhat confident","Somewhat confident","Medical experience","Unlikely","Unlikely","Unlikely","Unlikely","Likely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","More positive","Neutral","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice;Personal experience with the disease;Vaccine cost;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Yes","Interested","Yes"
"2024/04/04 9:54:58 PM GMT+4","I have read the above information and agree to participate in this research.","Female","30","Other Arab","Dentist","Dentistry","DHA","Private Clinic/Hospital","3","50 and above","Yes, 2 doses","Yes","Very confident","Very confident","Very confident","Medical experience;Colleagues experience and advice","Very unlikely","Very unlikely","Very unlikely","Very unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","None","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Vaccine cost;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Yes","Neutral","Yes"
"2024/04/05 12:32:31 AM GMT+4","I have read the above information and agree to participate in this research.","Female","24","Other Arab","Dentist","General practitioner","MOHAP/EHS","Government Hospital","1","1 to 19","Yes, 3 doses","No","Very confident","Very confident","Very confident","Medical experience","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","None","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Incidence of disease;Vaccine safety;Vaccine effectiveness","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","No","Neutral","Maybe"
"2024/04/05 3:33:44 AM GMT+4","I have read the above information and agree to participate in this research.","Male","25","Other Arab","Physician","Internal medicine","DOH/HAAD/SEHA","Government Hospital","2 ","1 to 19","Yes, 4 doses or more","Yes","Somewhat confident","Very confident","Somewhat confident","International guidelines;Journals and medical websites;Vaccine manufacturers","Likely","Unlikely","I don't know","I don't know","Likely","Unlikely","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly Disagree","Neutral","More negative","None","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Severity/lethality of the prevented disease;Inclusion of vaccine in the official immunization schedule;Vaccine safety;Vaccine effectiveness;Individual health-risk profile of the child","Agree","Agree","Strongly agree","Agree","Not sure","Agree","Agree","Strongly agree","Not sure","Disagree","No","Interested","Yes"
"2024/04/05 4:36:30 PM GMT+4","I have read the above information and agree to participate in this research.","Female","38","Other Arab","Physician","Internal medicine ","MOHAP/EHS","Government Hospital","12","20 to 49","Yes, 2 doses","No","Somewhat unconfident","Somewhat unconfident","Somewhat unconfident","Medical experience;Local guidelines;International guidelines","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Unlikely","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","More positive","Few cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I do not directly deal with pediatric vaccines in my practice","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Yes","Very interested","Yes"
"2024/04/08 3:55:05 AM GMT+4","I have read the above information and agree to participate in this research.","Female","23","Emirati","Physician","internship ","DOH/HAAD/SEHA","Government Hospital","1","20 to 49","No","Yes","Very unconfident","Very unconfident","Very unconfident","Medical experience;Colleagues experience and advice;Social media","I don't know","Unlikely","Unlikely","Unlikely","Unlikely","Very unlikely","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","More positive","More positive","Tens of cases","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Severity/lethality of the prevented disease;Incidence of disease;Possibility to eradicate disease with vaccination;Vaccine safety;Vaccine effectiveness","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","No","Very interested","Yes"
